date	author
28 August 2004	Major Axel Weber	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\EuroFighter\StartingAIM120Missile.json
27 July 2004	Major Axel Weber	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\EuroFighter\EuroFighterWithMissiles.json
1 January 2014	Model of a Typhoon Eurofighter  Open the dome by touching  Airplane is tilted to the left side. To implement it rotate on the x-axis 90 degrees clockwise	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\EuroFighter\EuroFighter.json
28 November 2019	David Wells	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\Catalina\Pensacola.json
13 May 2003	David Wells	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\Catalina\HawaiiBigIsland.json
21 October 2002	Eric Maranne	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\Catalina\EMIExtDevHandler.json
28 September 2000	Michael Hadley	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\BearRussia\Bear.json
17 January 2006	Nabil Ouerghi	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\Boeing747Tunisia\Boeing747.json
10 March 2005	Maj C. B. Lakey  USMC	..\www.web3d.org\x3d\content\examples\Savage\AircraftHelicopters\AH1wUnitedStates\SuperCobraSectionFormBearingDisplay.json
10 February 2005	Maj C. B. Lakey  USMC	..\www.web3d.org\x3d\content\examples\Savage\AircraftHelicopters\AH1wUnitedStates\SuperCobraLightsOn.json
10 February 2005	Maj C. B. Lakey  USMC	..\www.web3d.org\x3d\content\examples\Savage\AircraftHelicopters\AH1wUnitedStates\SuperCobra.json
9 March 2007	LCDR Mike Milliken USN  MOVES	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\B52hStrategicBomberUnitedStates\B52hStatic.json
7 March 2001	Soji Yamakawa	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\AV8bHarrierUnitedStates\TranslatedAv8bHarrier.json
19 August 2001	Duane Davis	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\AV8bHarrierUnitedStates\AV8bHarrier.json
28 November 2019	Maj. Mounir Sidhom  Tunisian Air Force	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\C130HerculesTunisia\CompleteScene.json
5 August 2004	Maj. Mounir Sidhom  Tunisian Air Force	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\C130HerculesTunisia\CombatZone.json
3 September 2004	Maj. Mounir Sidhom  Tunisian Air Force	..\www.web3d.org\x3d\content\examples\Savage\AircraftFixedWing\C130HerculesTunisia\C130Hercules.json
21 January 2001	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Switch\select_lastchoice.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Switch\select_firstchoice.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Switch\nested_switch.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Switch\more_than_max.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Switch\less_than_zero.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Switch\bound_500.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\time.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\nested_trans.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\multi_sensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\def_use.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\default_visibilitysensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\centersize_1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\VisibilitySensor\centersize.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\unison.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\touchtime.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\multisensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\isover.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\hittexcoord.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\hitpoint.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\hitnormal.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TouchSensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stoptime_looptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stoptime_2_looptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stoptime_2.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stoptime_1_looptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stoptime_1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stoptime.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stopltstartlooptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stopltstartloopfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stopgtstartlooptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stopgtstartloopfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stopeqstartlooptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\stopeqstartloopfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\loop.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\fraction.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\default_timesensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\cycletime.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\TimeSensor\cycleinterval.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\unison.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\trackpoint_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\offsettrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\offsetfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\offset.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\multisensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\SphereSensor\default_spheresensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\test_center.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\ref4.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\ref3.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\ref2.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\ref1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\multiple_level.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\few_levels.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\extra_levels.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\empty_range.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\LOD\bound_500.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\time.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\orientation_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\nested_trans.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\multi_sensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\def_use.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\default_proximitysensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\centersize_2.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\ProximitySensor\centersize_1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\unison.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\unclamped.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\translation_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\trackpoint_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\offset_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\offset.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\multisensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\minmax_y.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\minmax_x.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\minmax.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\default_planesensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\PlaneSensor\autooffset.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\unison.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\trackpoint_changed.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\offset.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\multisensor.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\minmax_disk.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\enabled.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\default_disk.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\default_cylinder.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\CylinderSensor\autooffset.json
8 July 2001	Mr. Philip Sand Hansel II  mr.phillip@home.com	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\Keyboard\KeySensorActivationKeySwitchTestInterchange.json
8 July 2001	Mr. Philip Sand Hansel II  mr.phillip@home.com	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\Keyboard\KeySensorActivationKeySwitchTestInteractive.json
8 July 2001	Mr. Philip Sand Hansel II  mr.phillip@home.com	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\Keyboard\KeySensorActivationKeySwitchTestCore.json
22 June 2001	Don Brutzman	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sensors\Keyboard\KeySensorActivationKeySwitchTest.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\switch_sounds.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\simultaneous.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\movietexture.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\location.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\intensity.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\hierarchy.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\ellipsoids.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\direction.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\Sound\default_sound.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startltstoplooptrue_past.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startltstoplooptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startltstoploopfalse_past.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startltstoploopfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startgtstoplooptrue_past.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startgtstoplooptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startgtstoploopfalse_past.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\startgtstoploopfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\starteqstoplooptrue_past.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\starteqstoplooptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\starteqstoploopfalse_past.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\starteqstoploopfalse.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\pitchrange.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\multi_url.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\isactive.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\duration.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\description.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\default_looptrue.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\Sounds\AudioClip\default_audioclip.json
20 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\FTC09\NistFtc09Asme1Ap242Spri.json
20 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\FTC09\NistFtc09Asme1Ap242Cadex.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\test_bboxsizesame.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\single_url.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\ref4.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\ref3.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\ref2.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\ref1.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\nested_inline.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\invalid_url.json
20 October 2019	http://www.itl.nist.gov/div897/ctg/vrml/members.html	..\www.web3d.org\x3d\content\examples\ConformanceNist\SpecialGroups\Inline\existing_file.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\FTC08\NistFtc08Asme1Ap242Spri.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC05\NistCtc05Asme1Ap242V2Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC05\NistCtc05Asme1Ap242V1Spri.json
20 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC05\NistCtc05Asme1Ap242V1Occ.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC05\NistCtc05Asme1Ap203Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC05\NistCtc05Asme1Ap203Occ.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\FTC06\NistFtc06Asme1Ap242Spri.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC04\NistCtc04Asme1Ap242Spri.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC04\NistCtc04Asme1Ap203Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC04\NistCtc04Asme1Ap203Occ.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC03\NistCtc03Asme1Ap242Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC03\NistCtc03Asme1Ap242Occ.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC03\NistCtc03Asme1Ap203Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC03\NistCtc03Asme1Ap203Occ.json
11 October 2019	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap242v2Spri.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap242v2Occ.json
24 February 2018	Robert Lipman	..\www.web3d.org\x3d\content\examples\ConformanceNist\STEP\CTC02\NistCtc02Asme1Ap242v2Cadex.json
